nomeFantasia,previsao_risco
Mr. Charlie Matthews,0
Mrs. Margaret Nelson,0
Carolyn Hunter,0
Carole Pickering,0
Mr. Danny Roberts,0
Dr. Owen Harris,1
Lawrence Moore-Smith,0
Miss Joan Wood,1
Christopher Woodward,0
Alex Reed,0
Mr. Callum Richards,1
Patrick Cross,0
James Davies,0
Miss Lesley Knight,0
Darren Taylor-Allan,1
Darren Taylor-Allan,0
Mandy Farrell,0
Mrs. Heather Williams,1
Miss Kim Parker,1
Diane Mellor,0
Jennifer Wilson,0
Dr. Jeffrey Giles,1
Gerard Hudson,0
Allan Hughes,0
Jonathan Fletcher,1
Dr. Jeremy Thomas,0
Teresa Clark,1
Mr. Callum Richards,0
Vanessa Gill,0
Patricia Reynolds,0
Rosie Savage-Nolan,1
Dr. Lewis Wilkinson,1
Dr. Iain Kelly,0
Ellie Singh,0
Chelsea Smith-Cox,1
Dr. Lewis Wilkinson,0
Chelsea Smith-Cox,0
Steven Kennedy-Jones,1
Howard Tomlinson,0
Ms. Jemma Roberts,0
Steven Kennedy-Jones,0
Marion Steele,1
Mrs. Sarah Murphy,0
Dr. Phillip Reed,0
Mr. George Hawkins,0
Luke Wilson,1
Mr. Frank Wilson,1
Dr. Philip Simpson,0
Ricky Bartlett,1
Dr. Pauline Giles,1
Gemma Patel-Clark,0
Jacqueline Morley,0
Dr. Jennifer Hutchinson,0
Luke Wilson,1
Louise Smith,1
Alex Lamb,1
Heather Sanders,0
Leanne Smith,1
Julie King,0
Dr. Pauline Giles,0
Wayne Barnes,1
Mr. Connor Morley,0
Leanne Smith,0
Jay Gibbs-Berry,0
Ms. Ann Allen,1
Clifford Jones-Gill,1
Denise Wilson,0
Dr. Alison Gray,1
Dr. Clive Taylor,0
Dr. Abdul Cross,0
Alexandra Fraser,0
Mrs. Dawn Kay,0
Linda Bradley,0
Elaine Hawkins,1
Miss Katie Turner,1
Douglas Williams,0
Kathryn Stanley,1
Alexander Ashton,1
Roy Bennett,0
Linda Thomas,0
Wayne Morrison,0
Chelsea Green,0
Dr. Lesley Thompson,0
Rachael White,0
Mr. Derek Webb,1
Anne Payne,0
Dr. Jacob Hall,1
Mr. Scott Khan,1
Christopher Little,1
Dennis Hughes,0
Dennis Hughes,1
Shane Dunn,1
Shane Dunn,1
Shane Dunn,0
Dr. Judith Woods,1
Dr. Judith Woods,0
Wayne Barnes,1
Wayne Barnes,1
Wayne Barnes,0
Mrs. Abigail Rose,0
Charlie Hayes-Hancock,0
Judith Ingram-Jones,1
Judith Ingram-Jones,0
Jonathan Johnson,1
Jonathan Johnson,0
Jay Russell,1
Ellie Reynolds,1
Dr. Jacob Hall,0
Christopher Little,0
Mr. Ricky Williams,0
Rhys Hunter-Ali,0
Antony Wells,0
Ms. Melanie Finch,0
Holly Collins,0
Dale Lowe,0
Sian Lewis,0
Glenn Hughes-Ward,0
Mrs. Ellie Thornton,0
Dale Lowe,0
Shane Gardner,0
Danny Miller,0
Maria Warren,0
Margaret White-Jones,1
Louise Smith,0
Douglas Francis,0
Dr. Philip Weston,0
Mr. Ricky Williams,1
Karen Sinclair-Grant,1
Patricia Reynolds,1
Liam Hall,1
Francesca Clements,0
Mohammed Howell,0
Mr. Leon Phillips,0
Naomi Hughes,1
Abdul Ward,0
Sean Johnson-Williams,0
Mr. Ronald Yates,0
Glenn Hughes-Ward,0
Nicole Palmer,0
Mr. Scott Khan,0
Timothy Shaw,0
Stephanie Fleming-Bibi,0
Naomi Hughes,1
Patricia Newton,1
Dr. Charlie Knight,0
Miss Lorraine Palmer,0
Carole Pickering,0
Irene Houghton,0
Mr. Ricky Williams,0
Karen Sinclair-Grant,0
Marc Booth,0
Patricia Reynolds,0
Ms. Marie Jones,0
Sheila Jones-Blake,0
Gemma Young-Phillips,0
Kelly Harrison,1
Stephen Hardy,0
Danielle Sharp,1
Sophie Payne,0
Dr. Nicholas Holland,1
Deborah Jones-Gibson,0
Norman Taylor,0
Mr. Kenneth Clark,0
Aaron Hyde,0
Stewart Fisher,1
Miss Samantha Ward,0
David Franklin-Harris,0
Mrs. Katy Saunders,0
Jessica Lawrence,0
Mr. Kenneth Brooks,0
Jay Gibbs-Berry,1
Benjamin Brown-Evans,0
Christopher Thompson-French,0
Linda Cooke,0
Aaron Hyde,0
Aaron Hyde,0
Lucy Moore,0
Dr. Charlie Knight,0
Dr. Charlie Knight,0
Aaron Hyde,0
Frances Turner,0
Ben Cole,0
Aaron Hyde,0
Henry White,0
Leslie Foster,0
Maureen Roberts,1
Dr. Ian Jones,0
Oliver Roberts,0
Craig Harris,0
Dr. Charlie Knight,0
Dr. Charlie Knight,0
Toby Nicholson,1
Victor Townsend,0
Anna Khan,0
Bethan Mellor,0
Mrs. Anne Morris,0
Lauren Williams,0
Shane Taylor-Weston,0
Dr. Steven Dobson,0
Shane Gardner,0
Dean Price,1
Dr. Ian Armstrong,1
Mary Richards,0
Trevor Moore,0
Ms. Zoe Ryan,0
Dr. Barry Taylor,0
Dr. Barry Taylor,0
Anna Allen,0
Brian Morgan,1
Abbie McLean-Fowler,0
Sharon Leonard,0
Judith Morris,0
Leigh Gibson,0
Mr. Graeme Ahmed,0
Louise Stewart-Bryan,0
Carolyn Hodgson-Stephenson,0
Josephine Nicholson-Kennedy,0
Dr. Ronald Talbot,0
Samantha Field,1
Dr. Ian Armstrong,1
Debra Dodd,1
Francis Andrews,1
Callum Bentley,0
Michael Jones,0
Dr. Adrian Carr,1
Dr. Steven Owen,1
Dr. Adrian Carr,0
Dr. Steven Owen,0
Suzanne Gordon,0
Dr. Alan Hughes,1
Mohamed Welch,0
Benjamin Higgins,0
Lynne Fisher,0
Mr. Nigel Kelly,0
Mr. Bernard Cooper,0
Debra Dodd,0
Mandy Stewart,0
Dr. Samuel Watson,1
Julia Richardson,0
Mr. Leon Smith,0
Robert Jones,0
Danielle Sharp,1
Dr. Janice Moss,0
Bernard Brown,0
Ms. Jill Bird,0
Ms. Marie Jones,0
Dr. Katy Kirk,0
Aimee Crawford,0
Karen Jones,0
Patricia Reynolds,0
Gerald Jones,1
Mandy Shaw,0
Dr. Simon Howard,1
Jamie Dodd-Patel,0
Alexander Miles,0
Colin Evans,0
Dr. Simon Howard,1
Henry Cooper,0
Gail Smith,1
Dale Lambert,1
Danielle Taylor,0
Lauren Wilkinson,1
Dr. Bethany Ellis,1
Rosie Scott-Johnson,0
Gerard Stevens,0
Kimberley Miller,0
Jennifer Freeman-Barrett,0
Bruce O'Donnell-Cox,0
Paige Clark,1
Natasha Powell,0
Dr. Kenneth McDonald,0
Mitchell Williams,0
Victoria White,0
Victoria White,0
Jeremy Clarke,0
Mrs. Barbara Black,0
Sam Collins-Bibi,0
Janet Parkinson,1
Gregory Taylor,1
Mrs. Aimee Crawford,0
Mr. Leon Shaw,0
Connor Davies,0
Terry White,0
Ms. Bethany Harris,1
Malcolm Randall,1
Jake Bradley,0
Leah Reid,0
Dr. Maurice Garner,1
Michelle Perry,0
Hilary Patel,0
Gerard Wright,0
Joseph Smith,0
Brian Lyons,0
Yvonne Goddard,1
Jade Oliver,0
Ms. Lydia Skinner,0
Mr. Denis Green,1
Yvonne Green,1
Mrs. Francesca Barber,0
Bernard Brown,0
Mrs. Eleanor Dunn,0
Adrian Graham,1
Irene Hayes,0
Jake Bradley,0
Mr. Kieran Collins,1
Joanne Lyons,0
Mr. Kieran Collins,0
Joel Evans,0
Dr. Beverley Hayward,0
Ms. Pauline Sinclair,1
Frank Howard,1
Gemma Robinson,0
Lawrence Mills,0
Katy Stephens-Stephens,0
Brett Edwards,0
Miss Diane Read,1
Eileen Hamilton,1
Ricky Harrison,0
Yvonne Goddard,0
Luke Fisher,1
Caroline Hale,0
Dylan Fox,0
Mr. Denis Green,1
Stacey Hamilton,0
Danielle Jackson,1
Danielle Jackson,0
Jordan Robinson,0
Janet Parkinson,1
Paige Clark,1
Mr. Callum Richards,0
Joel Flynn,0
Joan Smith,0
Ellie Payne,0
Brenda Allen,0
Ms. Rachael Jackson,0
Gregory Crawford,0
Leslie Howard,0
Shannon Thomas,0
Ms. Eileen Foster,0
Vanessa Shah-Price,0
Georgina Harrison,0
Marian Mitchell,0
Mr. Raymond Moore,0
Ellie Curtis-Lewis,0
Mr. Scott Adams,1
Ms. Eileen Foster,0
Shane Sullivan,0
Elaine Hawkins,1
Jenna Jennings,0
Marian Day,0
Lynda Flynn,0
Julie Foster,0
Mr. Ricky Williams,0
Miss Diane Read,0
Douglas Murphy,0
Miss Sharon Peters,0
Dr. Roger Hodgson,1
Mohammad Barker-Cross,0
Lesley Hutchinson,1
Jay Chapman-Marshall,1
Lesley Hutchinson,0
Lauren Wilkinson,1
Steven Kennedy-Jones,0
Sharon Jenkins,0
Dr. Callum Stevens,0
Mrs. Rachel Benson,0
Mr. Connor Booth,0
Joanna Quinn,0
Mr. Elliot Jackson,1
Kirsty Baxter,0
Gordon Roberts,0
Ms. Carol Murray,1
Ms. Carol Murray,1
Ms. Charlene Vincent,0
Yvonne Green,0
Garry Smith-Noble,0
Rachael Bradshaw,1
Rachael Bradshaw,0
Julian Norman-Davis,0
Mr. Guy Lamb,0
Nathan Jones,0
Samuel Cross,0
Mrs. Caroline Wheeler,0
Dr. Barry Johnson,0
Geraldine Ward,0
Andrew Allen,0
Lynda Williams-Smith,0
Josh Roberts,0
Joe Robson,1
Lesley Lyons,0
Lesley Lyons,1
Ms. Rachael Jackson,0
Susan Payne,0
Charles Parker,0
Rachel Law,0
Garry Smith-Noble,0
Dr. Barry Carpenter,0
Diana Lewis,0
Anna Perkins,0
Natasha Jones,1
Adam Hill,1
Terence Kirby,1
Ellie Singh,0
Natasha Jones,1
Stephen Armstrong,0
Leah Morley,0
Carolyn Sutton-Morris,0
Mohammad Barker-Cross,0
Dr. Mohammed Peters,0
Dr. Joyce Atkins,0
Kieran Williams-Cunningham,1
Bruce Morgan,0
Hilary Patel,0
Wayne Mahmood,0
Charlene Jones,0
Patricia Lloyd,0
Derek Hopkins,0
Jodie Williams,0
Mark Brown,0
Nigel Ahmed,0
Dr. Lauren Kelly,0
Natasha Jones,1
Mary Harrison,1
Mrs. Claire Hodgson,0
Ms. Catherine Stone,0
Matthew Potter,0
Jacob Naylor,0
Eleanor Brooks,0
Mr. Howard Chapman,0
Kerry Bowen,0
Nicholas Davies,1
June Gardner,1
Mr. Derek Hill,0
Ms. Tracey Parkinson,0
Jeffrey Johnson,1
Mrs. Debra Harding,0
Declan Elliott-Watson,0
Leon Woodward,0
Leigh Griffiths-Watson,1
Dr. Mitchell Walton,0
John Parker,0
June Gardner,0
Louis Cooper,1
Helen Griffin,0
Kimberley Riley-Kelly,0
Leonard King,0
Mr. Scott Khan,0
Andrea Cooper-Elliott,0
Bruce Reynolds,0
Dr. Antony Holmes,0
Katy Page,0
Sam Collins-Bibi,0
Ashleigh Hall,0
Anthony Green,0
Miss Lorraine Alexander,0
Rachael Bradshaw,0
Aaron Sheppard-Martin,1
Jacob Naylor,0
Ms. Victoria Foster,0
Dr. Rita Warren,0
Judith Adams,0
Dr. Malcolm Young,0
Rita Carter,0
Sarah Atkinson-Smith,0
Holly Carroll,0
Joyce Fleming,0
Dennis Rose-Morgan,0
Luke Collier,0
Abigail Fox,1
James Coleman-Simpson,0
Lucy Allan,0
Joe Robson,1
Shirley Hughes,0
Dr. Tom Andrews,0
Mr. Wayne Riley,0
Deborah Scott,0
Joel Pearson,0
Deborah Scott,0
Beth Ellis,1
Ryan Andrews-Turner,1
Mr. Jay Robinson,0
Dr. Tom Andrews,0
Barbara Baker,1
Adrian Graham,1
Terry Barnett,0
Sharon Jenkins,0
Louise Smith,0
Mr. Simon Fry,1
Christine Andrews,0
Dr. Howard Bailey,0
Mr. Simon Fry,0
Mohammed Cook,1
Beth Arnold,0
Joan Tomlinson,0
Gemma Watts,0
Francesca Hooper,0
Dawn Williams,0
Keith Holt,0
Ian Bruce,0
Martin Bartlett,0
Beth George,0
Carole Phillips,0
Andrew Brown,0
Marion Cook,0
Geraldine Ward,0
Nathan Baker,0
Mr. Danny Roberts,0
Mr. Terry Thompson,0
Clifford Evans,0
Connor Conway,0
Mr. Thomas White,0
Ms. Geraldine Willis,0
Jennifer Fisher-Barnes,0
Dr. Sally Armstrong,0
Angela Burton-Taylor,1
Mr. Craig Jones,0
Martin Bartlett,0
Mrs. Katy Saunders,0
Miss Lynn Cole,1
Billy Patel,0
Donald Morgan,0
Dr. Philip Weston,0
Patricia Reynolds,0
Mr. Ricky Williams,0
Dr. Joel Hardy,0
Wayne Heath-Bryant,0
Dylan Fox,0
Kyle Bull,0
Tony Mitchell,0
Katherine O'Brien,1
Beverley Hancock,0
Anne Welch-Campbell,0
Gillian Rees,1
Sam Green,0
Naomi Taylor,0
Ms. Debra Leach,0
Miss Geraldine Khan,0
Ellie Curtis-Lewis,1
Josephine Webb,0
Dominic Taylor,1
Dominic Taylor,1
Bradley Lees,0
Amanda Cunningham-Jones,0
Dominic Taylor,0
Glen Lynch,1
Leanne Stewart,0
Leonard Collins,0
Miss Shirley Burrows,0
Kyle Thompson,1
Caroline Smith,1
Danielle Jones-Wilkins,1
Sandra Davies,0
Mr. Frank Robinson,0
Joel Taylor-Parry,0
Dr. Jessica George,0
Dominic Taylor,0
Miss Joanne Wilson,0
Dr. Jonathan Akhtar,0
Annette Perkins,1
Mr. Charles Thomas,0
Jayne Cartwright-Hudson,1
Dylan Fox,0
Angela Williams,0
Rebecca Bryant,1
Miss Tina Rogers,0
Kieran Summers-Chandler,0
Dale Thomas,0
Miss Sharon Peters,0
Richard Fisher,0
Declan Dawson,1
Clifford Allan,0
Mr. Charles Thomas,0
Dr. Kieran McLean,0
Miss Frances Ward,0
Mr. Sean Perkins,1
Mr. Sean Perkins,0
Natasha Smith,0
Josephine Watson,0
Megan Owen,1
Miss Sharon Peters,0
Pauline Todd,1
Samuel Smith-Watts,0
Natasha Jones,1
Diana Brookes,0
Marc Bibi-Jones,0
Jonathan Williams,1
Megan Owen,0
Dr. Peter Harris,0
Jonathan Williams,0
Dr. Sylvia Allen,1
Miss Naomi Kelly,1
Claire Gregory,0
Mrs. Debra Holloway,0
Douglas Francis,0
Gordon Phillips-Burton,0
Lauren Berry,1
Anne Payne,0
Lauren Berry,1
Alan Foster,0
Darren Taylor-Allan,0
Dale Smith,0
Dr. Jonathan Akhtar,0
Sylvia Andrews,0
Mr. Howard Clark,0
Clare Hall,0
Megan Kerr-Johnston,1
Dawn Phillips,0
Alan Foster,1
Mrs. Joanna Todd,0
Albert Jones-Conway,1
Jason Ali-Ryan,0
Miss Marie Cole,0
Patrick Evans-Thornton,1
Paige Dawson,0
Janet Thomson,0
Melissa Spencer,1
Melissa Spencer,1
Ms. Gail Edwards,0
Miss Katie Turner,1
Janet Wells,0
Molly Taylor,0
Tony Cooper-Clarke,0
Lynda Holmes-Cook,0
Gerald Carter,0
Harriet Campbell,0
Michelle Bailey,1
Alan Foster,0
Roy Wilson,0
Antony Osborne,0
Mohammad Boyle,0
Denis Sullivan,0
Roy Kent-Davies,1
Simon Farrell-Jackson,0
Angela Williams,0
Graeme Greenwood-Foster,0
Dr. Lesley Smith,0
Miss Naomi Kelly,0
Dr. Sylvia Allen,1
Dr. Sylvia Allen,1
Louis Stevens,1
Louis Stevens,0
Sally Hughes-Taylor,0
Justin Quinn-Stanley,0
Stanley Davies,0
George Henderson,1
Vincent Wright,1
Dr. Colin Davis,0
Angela Williams,0
Amanda Cunningham-Jones,0
Gemma Simpson,0
Trevor Williams,0
Nigel Faulkner,0
Rachel Hussain-Brady,0
Billy Bolton,1
Carole Pickering,0
Bruce Jones,0
Dr. Pamela Vaughan,0
Charles Hughes,0
Abdul Macdonald,1
Gavin Coleman,0
Danielle Jackson,0
Mohammed Moore,0
Mr. Kenneth Walker,1
Joel Flynn,0
Donald Morgan,0
Derek Kelly-Barker,0
Neil Davies,0
Victor Davidson,0
Alex Rees,0
Peter Saunders-Morgan,0
Mr. Glen Hart,0
Miss Debra Cartwright,0
Elaine Ford,1
Dr. Rebecca Marsh,1
Adam Nelson,0
Alex Reed,0
Vincent Wright,0
Mr. Oliver Lamb,0
Nicole Harding,0
Ms. Ruth O'Connor,0
Dr. Vincent Forster,0
Lynda Cameron,0
Dr. Justin George,0
Dr. Diane Bird,1
Frank Carr,0
Chloe Cameron,0
Kayleigh Brown-Miles,0
Mr. John Simpson,1
Mr. David Kemp,0
Colin Butcher,1
Mrs. Jasmine Lynch,1
Lorraine Hughes,0
Heather Kelly,1
Leon Hughes,0
Mrs. Susan Jones,0
Lynne Richardson,0
Miss Katie Wright,0
Mrs. Julie Forster,0
Matthew Kaur,1
Trevor Harrison,1
Colin Williams,1
Lynne Richardson,0
Victor Moss,1
Martin Wilson,0
Alexandra Doherty,0
Toby Taylor,0
Toby Taylor,0
Dr. Wayne Williams,0
Shaun Smart-Martin,0
Philip Short,0
Ms. Anna Hussain,1
Gavin Barber,0
Dr. Clare May,0
Dale Knight,0
Bradley Martin,1
Bradley Martin,0
Dylan Robinson-Nolan,0
Laura Thorpe,1
Natalie Collins,0
Dr. Gerald Hammond,0
Cheryl Bolton,0
Heather Davies,1
Ross Noble-Coates,0
Mr. John Simpson,1
Jack Ellis-Hawkins,0
Jordan Parker,1
Jordan Parker,0
Victor Moss,0
Paul Fuller-Patel,0
Brenda Powell,1
Brenda Powell,1
Andrew Noble,0
June Rogers,0
Mr. Kieran Collins,0
Eleanor Owen,1
Ms. Andrea Davey,0
Mr. Craig Jones,0
Laura Thorpe,0
Julia Charlton,1
Shane Taylor-Weston,0
Graeme Scott-Gibbons,0
Mr. Julian Baker,0
Lynne Fisher,0
Naomi Hughes,1
Dr. Jay Howell,1
Dr. Jay Howell,0
Jeremy Savage,0
Louis O'Donnell,1
Louis O'Donnell,1
Louis O'Donnell,1
Hayley Carroll,1
Abigail Fox,1
Jemma Browne-Greenwood,0
Miss Jodie Gordon,0
Henry White,0
Mr. John Simpson,1
Dr. Maurice Garner,0
Donald Morgan,0
Josephine Wood,0
Rhys Morton,0
Paul Fuller-Patel,0
Mr. Elliot Jackson,1
Ms. Katie Hamilton,0
Iain Smith-Gardiner,0
Mr. Brandon Davies,0
Marilyn Murphy,0
June Rogers,0
Mathew Pickering,0
Vincent Young-Chan,0
Mr. Iain Sykes,0
Mrs. Janet Higgins,0
Dale Lowe,0
Mrs. Abbie Gill,0
Dr. Jeffrey Saunders,0
Janet Parkinson,1
Anne Payne,0
Raymond Williams,0
Dr. Jeffrey Saunders,0
Pauline Leach,0
Linda Cook,0
Mr. Elliot Powell,1
Bryan Todd,1
Vincent Young-Chan,0
Paula Bowen-Walker,1
Abdul Hayes,0
Samuel Sykes,0
Dr. Heather Buckley,0
Ms. Rosie Schofield,0
Dale Lowe,1
Mitchell Palmer,0
Deborah Barber,0
Mrs. Alexandra Akhtar,0
Carl Martin,0
Susan Smith,0
Katie Barlow,0
Gavin Holden,0
Dale Lowe,0
Kirsty Jones,0
Dean Price,1
Heather Parker,1
Miss Sharon Peters,0
Dr. Anthony Moore,1
Dr. Malcolm Young,1
Sean Green-Read,1
Sean Green-Read,1
Georgia Booth,1
Miss Ellie Kelly,1
Danielle Hudson,1
Steven Kennedy-Jones,1
Chelsea Kay-Sinclair,1
